ENSEMBLE	Chrom	Start	End	Strand	Type	SYMBOL
ENSMUSG00000022824.12	chr16	33794037	33819934	+	protein_coding	Muc13
ENSMUSG00000100844.1	chr12	49476991	49480862	-	lincRNA	1810007C17Rik
ENSMUSG00000030827.5	chr7	45613886	45615490	-	protein_coding	Fgf21
ENSMUSG00000059375.5	chr6	66610543	66618282	-	protein_coding	Vmn1r33
ENSMUSG00000030114.8	chr6	122270596	122282882	-	protein_coding	Klrg1
ENSMUSG00000027661.4	chr2	165503787	165519917	+	protein_coding	Slc2a10
ENSMUSG00000011486.14	chr17	57032773	57041654	-	protein_coding	Slc25a41
ENSMUSG00000079343.4	chr6	124624625	124636085	-	protein_coding	C1s2
ENSMUSG00000087441.1	chr6	33984989	33992411	-	lincRNA	Gm13853
ENSMUSG00000034911.8	chr8	71384272	71395802	-	protein_coding	Ushbp1
ENSMUSG00000040521.11	chr10	127011572	127030840	-	protein_coding	Tsfm
ENSMUSG00000117427.1	chr17	29432835	29466267	+	lincRNA	Gm36199
ENSMUSG00000108332.1	chr7	38182563	38196457	-	antisense	D530033B14Rik
ENSMUSG00000005338.13	chr1	173333258	173367695	-	protein_coding	Cadm3
ENSMUSG00000089710.1	chr13	42782692	42788258	-	antisense	Gm15810
ENSMUSG00000015536.14	chr13	114818236	114832275	+	protein_coding	Mocs2
ENSMUSG00000086290.9	chr4	132308623	132311024	+	lincRNA	Snhg12
ENSMUSG00000095139.2	chr4	22482780	22488366	-	protein_coding	Pou3f2
ENSMUSG00000096580.1	chr6	67759700	67760413	+	IG_V_gene	Igkv1-132
ENSMUSG00000044726.8	chr15	34453305	34473892	+	protein_coding	Erich5
ENSMUSG00000069265.2	chr13	23761853	23762386	-	protein_coding	H3c1
ENSMUSG00000054099.11	chr5	8422850	8454797	+	protein_coding	Slc25a40
ENSMUSG00000072847.4	chr11	61864568	61868058	-	lincRNA	A530017D24Rik
ENSMUSG00000085307.1	chr11	96918941	96922493	-	antisense	Gm11525
ENSMUSG00000066152.11	chr4	62262562	62298411	+	protein_coding	Slc31a2
ENSMUSG00000006218.4	chr4	141368220	141384175	+	protein_coding	Fam131c
ENSMUSG00000037674.15	chr9	72532240	72622937	+	protein_coding	Rfx7
ENSMUSG00000022994.9	chr15	98589973	98610076	-	protein_coding	Adcy6
ENSMUSG00000072693.2	chr5	115097689	115098295	-	protein_coding	Gm10401
ENSMUSG00000058715.11	chr1	171229572	171234365	-	protein_coding	Fcer1g
ENSMUSG00000118061.1	chr18	80186239	80193569	+	lincRNA	Rbfaos
ENSMUSG00000034402.3	chr12	74897220	75177332	-	protein_coding	Kcnh5
ENSMUSG00000103181.1	chr3	80054892	80213085	+	lincRNA	A330069K06Rik
ENSMUSG00000058013.11	chr5	93093437	93176447	+	protein_coding	Septin11
ENSMUSG00000050463.9	chr15	101946001	101954287	-	protein_coding	Krt78
ENSMUSG00000089961.1	chr6	124530911	124542310	+	antisense	Gm16567
ENSMUSG00000091131.1	chr14	41381628	41386379	-	protein_coding	Gm7945
ENSMUSG00000024427.7	chr18	38586247	38601415	-	protein_coding	Spry4
ENSMUSG00000078130.4	chr11	99649599	99650236	-	protein_coding	Gm11555
ENSMUSG00000038304.14	chr3	96798763	96829351	-	protein_coding	Cd160
ENSMUSG00000022218.16	chr14	55700009	55713926	-	protein_coding	Tgm1
ENSMUSG00000103915.1	chr12	114532972	114533264	-	IG_V_pseudogene	Ighv1-6
ENSMUSG00000020672.14	chr12	30174482	30373375	-	protein_coding	Sntg2
ENSMUSG00000117885.1	chr18	48663724	48670485	+	lincRNA	Gm50229
ENSMUSG00000068428.7	chr16	26913553	26991652	-	protein_coding	Gmnc
ENSMUSG00000102418.1	chr1	170277320	170286769	+	protein_coding	Sh2d1b1
ENSMUSG00000034116.17	chr17	57279100	57328031	+	protein_coding	Vav1
ENSMUSG00000111926.1	chr10	121505351	121505976	+	lincRNA	Gm46204
ENSMUSG00000045098.19	chr19	3767421	3818303	+	protein_coding	Kmt5b
ENSMUSG00000115294.1	chr14	44191607	44213237	-	antisense	1700047E10Rik
ENSMUSG00000044222.3	chr8	21946762	21948850	+	protein_coding	Defb13
ENSMUSG00000037621.8	chr6	72206177	72235577	-	protein_coding	Atoh8
ENSMUSG00000026819.15	chr2	32414487	32451445	-	protein_coding	Slc25a25
ENSMUSG00000069295.2	chr13	22289920	22298360	+	protein_coding	Vmn1r196
ENSMUSG00000037892.13	chr3	49743296	49757325	-	protein_coding	Pcdh18
ENSMUSG00000049687.5	chr15	82338942	82345743	+	protein_coding	Pheta2
ENSMUSG00000024857.16	chr19	4081578	4087340	+	protein_coding	Cabp2
ENSMUSG00000058981.4	chr1	173181853	173190640	-	protein_coding	Olfr1406
ENSMUSG00000007739.10	chr11	22990519	23003780	+	protein_coding	Cct4
ENSMUSG00000029466.11	chr5	122421693	122444912	+	protein_coding	Anapc7
ENSMUSG00000101845.1	chr7	127559142	127573116	-	antisense	Gm28198
ENSMUSG00000112950.1	chr12	70675847	70681850	-	lincRNA	Gm32369
ENSMUSG00000086506.1	chr13	55602182	55604783	-	antisense	Gm15911
ENSMUSG00000009112.4	chr6	120836212	120892842	+	protein_coding	Bcl2l13
ENSMUSG00000110291.1	chr16	23988482	23988595	+	protein_coding	Gm37419
ENSMUSG00000114985.1	chr14	51142870	51144117	-	lincRNA	1810028F09Rik
ENSMUSG00000033207.7	chr19	23302609	23448442	-	protein_coding	Mamdc2
ENSMUSG00000060724.2	chr6	90016147	90027477	+	protein_coding	Vmn1r47
ENSMUSG00000098682.8	chr14	48668708	48870683	+	lincRNA	Otx2os1
ENSMUSG00000001627.12	chr12	40201567	40248504	-	protein_coding	Ifrd1
ENSMUSG00000115803.1	chr15	19185373	19203329	+	lincRNA	Gm35496
ENSMUSG00000116974.1	chr17	20892028	20945149	-	lincRNA	Gm49761
ENSMUSG00000058925.11	chr18	57533780	57731065	+	protein_coding	Ccdc192
ENSMUSG00000036938.17	chr6	41311233	41316841	-	protein_coding	Try5
ENSMUSG00000024781.16	chr19	34492318	34527474	-	protein_coding	Lipa
ENSMUSG00000025582.4	chr11	119538719	119547753	-	protein_coding	Nptx1
ENSMUSG00000063887.13	chr3	25426215	26332460	-	protein_coding	Nlgn1
ENSMUSG00000059864.2	chr11	49278304	49282769	+	protein_coding	Olfr1393
ENSMUSG00000051495.7	chr8	126588296	126593986	-	protein_coding	Irf2bp2
ENSMUSG00000104607.1	chr3	116200408	116202713	+	lincRNA	Gm31651
ENSMUSG00000005824.7	chr17	57189492	57194177	-	protein_coding	Tnfsf14
ENSMUSG00000056004.16	chr5	9266118	9481825	+	protein_coding	9330182L06Rik
ENSMUSG00000116546.1	chr16	30849456	30851358	+	lincRNA	Gm49755
ENSMUSG00000021048.7	chr12	76255298	76319803	+	protein_coding	Mthfd1
ENSMUSG00000033594.11	chr8	123229801	123236233	-	protein_coding	Spata2l
ENSMUSG00000098155.1	chr4	136347847	136349441	-	lincRNA	Gm27022
ENSMUSG00000026602.9	chr1	156310727	156328035	+	protein_coding	Nphs2
ENSMUSG00000085681.1	chr2	117414392	117417697	-	lincRNA	Gm13982
ENSMUSG00000085646.1	chr11	88741011	88743369	-	lincRNA	Gm11493
ENSMUSG00000021477.9	chr13	64359337	64370890	-	protein_coding	Ctsl
ENSMUSG00000114278.2	chr5	123512082	123525488	-	protein_coding	Gm49027
ENSMUSG00000086328.1	chr2	116066218	116067444	-	lincRNA	2700033N17Rik
ENSMUSG00000029577.13	chr5	114380607	114421169	+	protein_coding	Ube3b
ENSMUSG00000086837.1	chr16	20511133	20517766	-	antisense	Gm16618
ENSMUSG00000028282.12	chr4	32615451	32653265	+	protein_coding	Casp8ap2
ENSMUSG00000057674.3	chr11	99602646	99603308	-	protein_coding	Gm11938
ENSMUSG00000021451.16	chr13	51685529	51793747	-	protein_coding	Sema4d
ENSMUSG00000039116.7	chr10	14402583	14545659	-	protein_coding	Adgrg6
ENSMUSG00000014932.15	chr5	32611171	32687057	+	protein_coding	Yes1
ENSMUSG00000021952.16	chr14	57577521	57665430	-	protein_coding	Xpo4
ENSMUSG00000012819.15	chr10	60302748	60696490	-	protein_coding	Cdh23
ENSMUSG00000018427.8	chr11	86936425	86993707	-	protein_coding	Ypel2
ENSMUSG00000031972.5	chr8	123891769	123894751	-	protein_coding	Acta1
ENSMUSG00000042331.13	chr11	61956763	62223013	+	protein_coding	Specc1
ENSMUSG00000039262.16	chr2	32151082	32234537	+	protein_coding	Prrc2b
ENSMUSG00000117814.1	chr19	46881495	46883439	+	lincRNA	Gm50431
ENSMUSG00000078798.4	chr7	13796246	13837409	-	protein_coding	Sult2a1
ENSMUSG00000031631.15	chr8	46151771	46195590	+	protein_coding	Cfap97
ENSMUSG00000058046.1	chr4	62525369	62547993	+	protein_coding	4933430I17Rik
ENSMUSG00000030835.6	chr7	46033698	46084212	+	protein_coding	Nomo1
ENSMUSG00000070527.3	chr7	62417593	62420139	-	protein_coding	Mkrn3
ENSMUSG00000109328.2	chr19	12329422	12335910	-	protein_coding	Olfr1438-ps1
ENSMUSG00000037363.9	chr8	25578490	25597582	-	protein_coding	Letm2
ENSMUSG00000030452.16	chr7	55931287	55962476	-	protein_coding	Nipa2
ENSMUSG00000104062.5	chrY	23212218	23215455	-	lincRNA	Gm37952
ENSMUSG00000000711.3	chr10	128677175	128696264	-	protein_coding	Rab5b
ENSMUSG00000085394.1	chr4	3656508	3663108	+	lincRNA	2210414B05Rik
ENSMUSG00000057530.14	chr4	137862237	137965229	+	protein_coding	Ece1
ENSMUSG00000112569.1	chr12	32073286	32080850	-	lincRNA	Gm33111
ENSMUSG00000001910.5	chr8	84670479	84687902	-	protein_coding	Nacc1
ENSMUSG00000086728.2	chr9	57099950	57131290	-	antisense	Man2c1os
ENSMUSG00000057207.2	chr2	85950437	85953910	+	protein_coding	Olfr1028
ENSMUSG00000022579.10	chr15	75596628	75599481	+	protein_coding	Gpihbp1
ENSMUSG00000109473.1	chr8	10870422	10882454	-	lincRNA	B930025P03Rik
ENSMUSG00000100954.4	chr1	151339604	151345231	-	antisense	Gm10138
ENSMUSG00000026781.17	chr2	23068167	23115558	+	protein_coding	Acbd5
ENSMUSG00000025090.9	chr19	58511993	58553085	+	protein_coding	Ccdc172
ENSMUSG00000042002.11	chr5	114254164	114273807	-	protein_coding	Foxn4
ENSMUSG00000086924.1	chr11	119938511	119942074	+	lincRNA	Gm11766
ENSMUSG00000100155.1	chr9	83691475	83693223	+	lincRNA	Gm2109
ENSMUSG00000087409.1	chr2	172046526	172050134	+	antisense	Gm14271
ENSMUSG00000073982.11	chr7	102239123	102256054	-	protein_coding	Rhog
ENSMUSG00000071753.13	chrX	61116378	61203785	+	lincRNA	Cdr1os
ENSMUSG00000050224.3	chr16	88750744	88751635	-	protein_coding	Krtap13
ENSMUSG00000037907.16	chr11	77470485	77489678	-	protein_coding	Ankrd13b
ENSMUSG00000116765.1	chr13	74474643	74476068	+	lincRNA	Gm49762
ENSMUSG00000047992.11	chr18	84719236	84740436	+	protein_coding	Dipk1c
ENSMUSG00000107047.1	chr5	150863963	150882642	-	lincRNA	Gm43298
ENSMUSG00000023093.7	chr9	36431884	36434938	+	protein_coding	Pate12
ENSMUSG00000035745.9	chr10	79970715	79977190	+	protein_coding	Grin3b
ENSMUSG00000076577.2	chr6	70117061	70117620	-	IG_V_gene	Igkv8-30
ENSMUSG00000019773.7	chr10	5799160	5805600	-	protein_coding	Fbxo5
ENSMUSG00000020790.14	chr11	72690006	72772146	+	protein_coding	Ankfy1
ENSMUSG00000058355.8	chr8	79683462	79711740	-	protein_coding	Abce1
ENSMUSG00000091800.2	chr6	68161415	68161716	+	IG_V_pseudogene	Igkv1-115
ENSMUSG00000072982.1	chr11	51085087	51091833	+	lincRNA	9230009I02Rik
ENSMUSG00000023210.2	chr2	25823153	25825537	+	protein_coding	Lcn9
ENSMUSG00000038342.15	chr5	123394798	123457932	+	protein_coding	Mlxip
ENSMUSG00000006273.14	chr8	69088646	69113711	+	protein_coding	Atp6v1b2
ENSMUSG00000099429.1	chr16	35503170	35509419	-	lincRNA	1600019K03Rik
ENSMUSG00000072739.4	chr14	3449379	3459287	+	protein_coding	Gm10408
ENSMUSG00000043648.7	chr11	59783897	59787645	-	protein_coding	Pld6
ENSMUSG00000032386.15	chr9	65828930	65908794	-	protein_coding	Trip4
ENSMUSG00000038602.7	chr10	52690533	53111622	+	protein_coding	Slc35f1
ENSMUSG00000020258.16	chr9	106152857	106158138	-	protein_coding	Glyctk
ENSMUSG00000040044.11	chr4	34570796	34614944	-	protein_coding	Orc3
ENSMUSG00000112469.1	chr10	32917208	32939685	-	lincRNA	Gm47823
ENSMUSG00000033967.4	chr7	12927416	12931072	+	protein_coding	Rnf225
ENSMUSG00000097068.2	chr15	92344359	92378103	+	lincRNA	Gm26760
ENSMUSG00000031996.17	chr9	31149557	31211815	-	protein_coding	Aplp2
ENSMUSG00000102222.1	chr18	37746993	37841873	+	protein_coding	Pcdhga10
ENSMUSG00000032191.6	chr9	75347758	75351649	+	protein_coding	Bcl2l10
ENSMUSG00000039540.9	chr18	6603629	6638970	+	protein_coding	4921524L21Rik
ENSMUSG00000033735.9	chr6	85130176	85137766	-	protein_coding	Spr
ENSMUSG00000023004.8	chr15	98931425	98934565	-	protein_coding	Tuba1b
ENSMUSG00000050052.12	chr8	13952008	13975032	-	protein_coding	Tdrp
ENSMUSG00000106481.1	chr14	53082354	53082520	+	TR_V_pseudogene	Trav15d-3
ENSMUSG00000021754.17	chr13	111746428	111808993	-	protein_coding	Map3k1
ENSMUSG00000031936.9	chr9	15051841	15112108	-	protein_coding	Hephl1
ENSMUSG00000118652.1	chr13	32614016	32682515	+	lincRNA	AL645799.1
ENSMUSG00000036158.12	chr15	93499114	93595891	-	protein_coding	Prickle1
ENSMUSG00000015476.6	chr17	34629533	34633126	+	protein_coding	Prrt1
ENSMUSG00000108776.1	chr7	79586648	79592613	-	lincRNA	Gm45169
ENSMUSG00000001383.9	chr18	36793876	36799666	+	protein_coding	Zmat2
ENSMUSG00000075377.2	chr2	37101706	37117910	-	protein_coding	Olfr362
ENSMUSG00000062200.14	chr3	64685044	64844765	-	protein_coding	Vmn2r7
ENSMUSG00000072437.4	chr19	60755987	60759914	+	protein_coding	Nanos1
ENSMUSG00000022878.5	chr16	23146536	23158028	+	protein_coding	Adipoq
ENSMUSG00000069633.12	chr8	3457105	3467680	-	protein_coding	Pex11g
ENSMUSG00000111674.1	chr10	8951949	8967244	+	lincRNA	Gm48728
ENSMUSG00000109588.1	chr16	56914344	56928061	-	protein_coding	Lnp1
ENSMUSG00000118168.1	chr19	32543348	32563611	+	lincRNA	Gm36419
ENSMUSG00000094910.1	chr12	105453856	105493095	+	protein_coding	D430019H16Rik
ENSMUSG00000030789.9	chr7	128129547	128150657	+	protein_coding	Itgax
ENSMUSG00000031931.4	chr9	14779618	14784856	-	protein_coding	Ankrd49
ENSMUSG00000085863.1	chr4	101284221	101285203	+	lincRNA	Gm12801
ENSMUSG00000097441.1	chr7	79018053	79053323	-	antisense	Gm26633
ENSMUSG00000019230.14	chr1	138825186	138848577	-	protein_coding	Lhx9
ENSMUSG00000030002.15	chr6	85942268	85961667	-	protein_coding	Dusp11
ENSMUSG00000037344.14	chr5	137314558	137333597	-	protein_coding	Slc12a9
ENSMUSG00000097727.8	chr17	45734506	45788594	+	lincRNA	F630040K05Rik
ENSMUSG00000085227.1	chr5	138264043	138266661	+	antisense	6330418K02Rik
ENSMUSG00000042064.13	chr2	70039126	70429198	+	protein_coding	Myo3b
ENSMUSG00000052040.10	chr7	63886351	63938915	-	protein_coding	Klf13
ENSMUSG00000098075.1	chr8	112554617	112569575	-	antisense	Gm26994
ENSMUSG00000032788.15	chr10	78436744	78464975	-	protein_coding	Pdxk
ENSMUSG00000021779.17	chr14	17660261	18038090	+	protein_coding	Thrb
ENSMUSG00000061809.8	chr2	24071721	24096595	-	protein_coding	Tbpl2
ENSMUSG00000111157.1	chr9	55064927	55067463	-	lincRNA	Gm47887
ENSMUSG00000104671.1	chr3	103071174	103072492	+	lincRNA	Gm43062
ENSMUSG00000024519.6	chr18	65955722	65970237	-	protein_coding	Cplx4
ENSMUSG00000063173.2	chr10	129800615	129804396	-	protein_coding	Olfr811
ENSMUSG00000034342.9	chr9	44142976	44234049	-	protein_coding	Cbl
ENSMUSG00000095180.8	chrX	37804842	37808876	+	protein_coding	Rhox5
ENSMUSG00000108748.1	chr15	98186017	98220977	-	protein_coding	Gm44579
ENSMUSG00000024989.15	chr19	38055011	38074423	+	protein_coding	Cep55
ENSMUSG00000073594.3	chr18	37008868	37020679	-	antisense	Gm10545
ENSMUSG00000066031.13	chr4	143789352	143795575	+	protein_coding	Gm13023
ENSMUSG00000018126.15	chr15	79258195	79285537	-	protein_coding	Baiap2l2
ENSMUSG00000028751.13	chr4	138877942	138882817	+	protein_coding	Pla2g2e
ENSMUSG00000038128.7	chr18	32934931	33191228	+	protein_coding	Camk4
ENSMUSG00000039307.16	chr11	121204433	121222655	+	protein_coding	Hexdc
ENSMUSG00000031392.18	chrX	74013914	74023918	-	protein_coding	Irak1
ENSMUSG00000052560.15	chr15	90487482	90679432	-	protein_coding	Cpne8
ENSMUSG00000041570.14	chr1	136268123	136346104	-	protein_coding	Camsap2
ENSMUSG00000021496.12	chr13	55727368	55776830	+	protein_coding	Pcbd2
ENSMUSG00000031669.10	chr8	95633453	95645060	+	protein_coding	Gins3
ENSMUSG00000020218.11	chr10	121033960	121100650	+	protein_coding	Wif1
ENSMUSG00000086993.1	chr7	97650010	97696828	-	antisense	Rsf1os2
ENSMUSG00000025421.15	chr18	76944092	76975307	+	protein_coding	Hdhd2
ENSMUSG00000030157.5	chr6	129180615	129186534	+	protein_coding	Clec2d
ENSMUSG00000097413.2	chr18	32359053	32378278	-	lincRNA	A830052D11Rik
ENSMUSG00000029196.9	chr5	36473670	36484285	-	protein_coding	Tada2b
ENSMUSG00000094966.2	chr14	53590857	53591514	+	TR_V_gene	Trav9-2
ENSMUSG00000085919.1	chr5	111742849	111748176	+	lincRNA	Gm16019
ENSMUSG00000033327.18	chr17	34660457	34719815	+	protein_coding	Tnxb
ENSMUSG00000025507.13	chr7	141438113	141444025	-	protein_coding	Pidd1
ENSMUSG00000095028.6	chr3	15495751	15575065	-	protein_coding	Sirpb1b
ENSMUSG00000020986.13	chr12	58958383	59012017	-	protein_coding	Sec23a
ENSMUSG00000097406.1	chr6	39871532	39871971	-	antisense	Gm26833
ENSMUSG00000112533.1	chr10	111854521	111874376	-	lincRNA	Gm20758
ENSMUSG00000028756.12	chr4	138313409	138326307	-	protein_coding	Pink1
ENSMUSG00000031828.9	chr8	119862266	119876995	+	protein_coding	Klhl36
ENSMUSG00000054905.2	chr16	36450537	36455392	-	protein_coding	Stfa3
ENSMUSG00000050742.5	chr16	19284104	19314064	-	protein_coding	Olfr164
ENSMUSG00000093744.1	chr14	67232437	67233129	-	lincRNA	Gm20675
ENSMUSG00000085961.1	chr4	128936005	128940195	+	antisense	Gm15904
ENSMUSG00000085872.1	chr11	87795784	87801144	-	antisense	Gm11505
ENSMUSG00000010342.16	chr11	87405065	87555823	+	protein_coding	Tex14
ENSMUSG00000106873.1	chr6	32751629	32752288	-	lincRNA	BC049739
ENSMUSG00000057650.3	chr16	88873627	88874269	-	protein_coding	Krtap19-2
ENSMUSG00000051003.2	chr16	3591042	3599323	+	protein_coding	Olfr161
ENSMUSG00000000435.1	chr10	107482908	107486134	-	protein_coding	Myf5
ENSMUSG00000035842.10	chr17	66123520	66152174	+	protein_coding	Ddx11
ENSMUSG00000031326.2	chrX	103321398	103330592	+	protein_coding	Cdx4
ENSMUSG00000051351.14	chr4	136284683	136293942	+	protein_coding	Zfp46
ENSMUSG00000101693.1	chr1	133250398	133269808	-	antisense	Gm19461
ENSMUSG00000069678.10	chr6	83077869	83080855	+	protein_coding	Pcgf1
ENSMUSG00000118531.1	chr3	105904483	105918792	+	protein_coding	Tmigd3
ENSMUSG00000019920.18	chr10	58323466	58424691	+	protein_coding	Lims1
ENSMUSG00000038740.9	chr2	33729953	33887946	-	protein_coding	Mvb12b
ENSMUSG00000103812.5	chrY	22920120	22923358	-	lincRNA	Gm33954
ENSMUSG00000031574.8	chr8	25806555	25815982	+	protein_coding	Star
ENSMUSG00000000214.11	chr7	142892752	142931128	-	protein_coding	Th
ENSMUSG00000110363.1	chr8	47557529	47567896	+	lincRNA	Gm45576
ENSMUSG00000019916.14	chr10	59323296	59373304	+	protein_coding	P4ha1
ENSMUSG00000031860.17	chr8	69832491	69872292	+	protein_coding	Pbx4
ENSMUSG00000117924.1	chr19	8770996	8772475	+	protein_coding	Tmem223
ENSMUSG00000075302.10	chr2	70508819	70540884	+	protein_coding	Erich2
ENSMUSG00000109579.1	chr8	64408643	64417100	-	lincRNA	Gm35521
ENSMUSG00000086391.1	chr11	11868123	11885321	+	antisense	1700042O10Rik
ENSMUSG00000104619.1	chr3	102599373	102601593	+	lincRNA	Gm42678
ENSMUSG00000100119.1	chr19	59493136	59559391	+	lincRNA	2700089I24Rik
ENSMUSG00000031559.15	chr8	49370886	49548994	+	lincRNA	4930555F03Rik
ENSMUSG00000060152.14	chr5	115235836	115245351	+	protein_coding	Pop5
ENSMUSG00000114021.1	chr12	98991340	98993009	-	lincRNA	Gm47109
ENSMUSG00000038274.13	chr19	6057844	6059524	+	protein_coding	Fau
ENSMUSG00000086104.1	chrX	76243690	76244272	-	antisense	Gm14707
ENSMUSG00000109056.1	chr8	8335077	8342428	+	lincRNA	A630009H07Rik
ENSMUSG00000118099.1	chr19	55099502	55117815	+	antisense	Gm31356
ENSMUSG00000087136.1	chr6	82050453	82052581	-	antisense	Gm15864
ENSMUSG00000009549.14	chr2	118475850	118479711	-	protein_coding	Srp14
ENSMUSG00000096730.7	JH584292.1	3536	11935	+	protein_coding	Vmn2r122
ENSMUSG00000068587.10	chr6	40628831	40769123	+	protein_coding	Mgam
ENSMUSG00000048772.15	chr4	117251951	117268582	+	protein_coding	Tmem53
ENSMUSG00000022912.8	chr16	62854307	62929346	+	protein_coding	Pros1
ENSMUSG00000078908.10	chr8	113635587	113645179	+	protein_coding	Mon1b
ENSMUSG00000111772.2	chr2	86481921	86487386	-	protein_coding	Olfr228
ENSMUSG00000024072.9	chr17	74489493	74500277	+	protein_coding	Yipf4
ENSMUSG00000041351.16	chr4	137664726	137729861	+	protein_coding	Rap1gap
ENSMUSG00000106494.1	chr6	68326098	68326752	+	IG_V_pseudogene	Igkv2-107
ENSMUSG00000097189.1	chr3	95855966	95861485	+	lincRNA	Gm26594
ENSMUSG00000085519.1	chr2	73357268	73364333	+	antisense	Gm13703
ENSMUSG00000017119.19	chr11	101552149	101581951	+	protein_coding	Nbr1
ENSMUSG00000048503.7	chr9	43108650	43116570	-	protein_coding	Tlcd5
ENSMUSG00000085105.2	chr7	34234377	34240207	+	antisense	Gm12758
ENSMUSG00000117942.1	chr18	36647860	36665917	+	protein_coding	Maskbp3
ENSMUSG00000093805.7	chr1	93918311	93942650	+	protein_coding	Gal3st2b
ENSMUSG00000089653.1	chr1	74902371	74907653	+	antisense	Gm15841
ENSMUSG00000076569.3	chr6	69900424	69900977	-	IG_V_gene	Igkv5-39
ENSMUSG00000020877.11	chr11	97029938	97033958	+	protein_coding	Scrn2
ENSMUSG00000036560.14	chr7	31059342	31070935	+	protein_coding	Lgi4
ENSMUSG00000040616.3	chr4	142030992	142084304	-	protein_coding	Tmem51
ENSMUSG00000003228.9	chr19	60889749	61095968	+	protein_coding	Grk5
ENSMUSG00000087668.1	chr11	53111451	53120056	-	antisense	Gm11186
ENSMUSG00000051427.14	chr11	4141123	4160293	-	protein_coding	Ccdc157
ENSMUSG00000053979.4	chr8	24173904	24185568	+	lincRNA	A730045E13Rik
ENSMUSG00000053965.10	chr3	122728947	122859374	+	protein_coding	Pde5a
ENSMUSG00000019945.10	chr10	68430953	68541896	-	protein_coding	Cabcoco1
ENSMUSG00000117338.1	chr17	27580780	27635222	-	protein_coding	Gm49804
ENSMUSG00000108531.1	chr7	128182379	128184096	-	antisense	Gm39091
ENSMUSG00000069925.6	chr8	104794928	104799052	+	lincRNA	4932416K20Rik
ENSMUSG00000090113.7	chr17	25942233	25944961	-	protein_coding	Nhlrc4
ENSMUSG00000036273.15	chr15	91673175	91816120	+	protein_coding	Lrrk2
ENSMUSG00000079433.1	chr9	85312773	85312860	+	protein_coding	Gm11114
ENSMUSG00000118330.1	chr19	10290926	10293421	+	antisense	Gm30042
